pyenv-virtualenv: prompt changing will be removed from future release. configure `export PYENV_VIRTUALENV_DISABLE_PROMPT=1' to simulate the behavior.
Train Epoch: 11 [48640/60000 (81%)]	Loss: 0.250016 0.9375
Train Epoch: 11 [51200/60000 (85%)]	Loss: 0.562513 0.859375
Train Epoch: 11 [53760/60000 (90%)]	Loss: 0.312515 0.921875
Train Epoch: 11 [56320/60000 (94%)]	Loss: 0.375014 0.90625
Train Epoch: 11 [58880/60000 (98%)]	Loss: 0.562512 0.859375
====> Epoch: 11 Average loss: 0.3966

Test set: Average loss: 25.7078, Accuracy: (90%)

Train Epoch: 12 [0/60000 (0%)]	Loss: 0.250014 0.9375
Train Epoch: 12 [2560/60000 (4%)]	Loss: 0.500012 0.875
Train Epoch: 12 [5120/60000 (9%)]	Loss: 0.312513 0.921875
Train Epoch: 12 [7680/60000 (13%)]	Loss: 0.312513 0.921875
Train Epoch: 12 [10240/60000 (17%)]	Loss: 0.375012 0.90625
Train Epoch: 12 [12800/60000 (21%)]	Loss: 0.437511 0.890625
Train Epoch: 12 [15360/60000 (26%)]	Loss: 0.500011 0.875
Train Epoch: 12 [17920/60000 (30%)]	Loss: 0.312512 0.921875
Train Epoch: 12 [20480/60000 (34%)]	Loss: 0.375011 0.90625
Train Epoch: 12 [23040/60000 (38%)]	Loss: 0.562510 0.859375
Train Epoch: 12 [25600/60000 (43%)]	Loss: 0.250012 0.9375
Train Epoch: 12 [28160/60000 (47%)]	Loss: 0.437510 0.890625
Train Epoch: 12 [30720/60000 (51%)]	Loss: 0.500010 0.875
Train Epoch: 12 [33280/60000 (55%)]	Loss: 0.375010 0.90625
Train Epoch: 12 [35840/60000 (60%)]	Loss: 0.375010 0.90625
Train Epoch: 12 [38400/60000 (64%)]	Loss: 0.625009 0.84375
Train Epoch: 12 [40960/60000 (68%)]	Loss: 0.500009 0.875
Train Epoch: 12 [43520/60000 (72%)]	Loss: 0.500009 0.875
Train Epoch: 12 [46080/60000 (77%)]	Loss: 0.250010 0.9375
Train Epoch: 12 [48640/60000 (81%)]	Loss: 0.375009 0.90625
Train Epoch: 12 [51200/60000 (85%)]	Loss: 0.187510 0.953125
Train Epoch: 12 [53760/60000 (90%)]	Loss: 0.500008 0.875
Train Epoch: 12 [56320/60000 (94%)]	Loss: 0.437508 0.890625
Train Epoch: 12 [58880/60000 (98%)]	Loss: 0.375008 0.90625
====> Epoch: 12 Average loss: 0.3970

Test set: Average loss: 25.7075, Accuracy: (90%)

Train Epoch: 13 [0/60000 (0%)]	Loss: 0.312509 0.921875
Train Epoch: 13 [2560/60000 (4%)]	Loss: 0.562507 0.859375
Train Epoch: 13 [5120/60000 (9%)]	Loss: 0.250008 0.9375
Train Epoch: 13 [7680/60000 (13%)]	Loss: 0.437507 0.890625
Train Epoch: 13 [10240/60000 (17%)]	Loss: 0.312508 0.921875
Train Epoch: 13 [12800/60000 (21%)]	Loss: 0.250008 0.9375
Train Epoch: 13 [15360/60000 (26%)]	Loss: 0.562506 0.859375
Train Epoch: 13 [17920/60000 (30%)]	Loss: 0.375007 0.90625
Train Epoch: 13 [20480/60000 (34%)]	Loss: 0.437507 0.890625
Train Epoch: 13 [23040/60000 (38%)]	Loss: 0.437506 0.890625
Train Epoch: 13 [25600/60000 (43%)]	Loss: 0.937504 0.765625
Train Epoch: 13 [28160/60000 (47%)]	Loss: 0.312507 0.921875
Train Epoch: 13 [30720/60000 (51%)]	Loss: 0.375006 0.90625
Train Epoch: 13 [33280/60000 (55%)]	Loss: 0.250007 0.9375
Train Epoch: 13 [35840/60000 (60%)]	Loss: 0.437506 0.890625
Train Epoch: 13 [38400/60000 (64%)]	Loss: 0.500006 0.875
Train Epoch: 13 [40960/60000 (68%)]	Loss: 0.375006 0.90625
Train Epoch: 13 [43520/60000 (72%)]	Loss: 0.500005 0.875
Train Epoch: 13 [46080/60000 (77%)]	Loss: 0.187506 0.953125
Train Epoch: 13 [48640/60000 (81%)]	Loss: 0.437505 0.890625
Train Epoch: 13 [51200/60000 (85%)]	Loss: 0.312506 0.921875
Train Epoch: 13 [53760/60000 (90%)]	Loss: 0.562505 0.859375
Train Epoch: 13 [56320/60000 (94%)]	Loss: 0.312505 0.921875
Train Epoch: 13 [58880/60000 (98%)]	Loss: 0.250005 0.9375
====> Epoch: 13 Average loss: 0.3966

Test set: Average loss: 25.7073, Accuracy: (90%)

Train Epoch: 14 [0/60000 (0%)]	Loss: 0.312505 0.921875
Train Epoch: 14 [2560/60000 (4%)]	Loss: 0.312505 0.921875
Train Epoch: 14 [5120/60000 (9%)]	Loss: 0.375005 0.90625
Train Epoch: 14 [7680/60000 (13%)]	Loss: 0.437504 0.890625
Train Epoch: 14 [10240/60000 (17%)]	Loss: 0.500004 0.875
Train Epoch: 14 [12800/60000 (21%)]	Loss: 0.187505 0.953125
Train Epoch: 14 [15360/60000 (26%)]	Loss: 0.375005 0.90625
Train Epoch: 14 [17920/60000 (30%)]	Loss: 0.375004 0.90625
Train Epoch: 14 [20480/60000 (34%)]	Loss: 0.687503 0.828125
Train Epoch: 14 [23040/60000 (38%)]	Loss: 0.562504 0.859375
Train Epoch: 14 [25600/60000 (43%)]	Loss: 0.187504 0.953125
Train Epoch: 14 [28160/60000 (47%)]	Loss: 0.500004 0.875
Train Epoch: 14 [30720/60000 (51%)]	Loss: 0.625003 0.84375
Train Epoch: 14 [33280/60000 (55%)]	Loss: 0.437504 0.890625
Train Epoch: 14 [35840/60000 (60%)]	Loss: 0.562503 0.859375
Train Epoch: 14 [38400/60000 (64%)]	Loss: 0.312504 0.921875
Train Epoch: 14 [40960/60000 (68%)]	Loss: 0.187504 0.953125
Train Epoch: 14 [43520/60000 (72%)]	Loss: 0.437503 0.890625
Train Epoch: 14 [46080/60000 (77%)]	Loss: 0.250004 0.9375
Train Epoch: 14 [48640/60000 (81%)]	Loss: 0.500003 0.875
Train Epoch: 14 [51200/60000 (85%)]	Loss: 0.437503 0.890625
Train Epoch: 14 [53760/60000 (90%)]	Loss: 0.375003 0.90625
Train Epoch: 14 [56320/60000 (94%)]	Loss: 0.375003 0.90625
Train Epoch: 14 [58880/60000 (98%)]	Loss: 0.125004 0.96875
====> Epoch: 14 Average loss: 0.3970

Test set: Average loss: 25.7072, Accuracy: (90%)

Train Epoch: 15 [0/60000 (0%)]	Loss: 0.187503 0.953125
Train Epoch: 15 [2560/60000 (4%)]	Loss: 0.625003 0.84375
Train Epoch: 15 [5120/60000 (9%)]	Loss: 0.187503 0.953125
Train Epoch: 15 [7680/60000 (13%)]	Loss: 0.187503 0.953125
Train Epoch: 15 [10240/60000 (17%)]	Loss: 0.562503 0.859375
Train Epoch: 15 [12800/60000 (21%)]	Loss: 0.187503 0.953125
Train Epoch: 15 [15360/60000 (26%)]	Loss: 0.375003 0.90625
